donorID,pred,probab
134242,0,0.11461324752419269
126503,0,0.30654861495088087
104392,0,0.27902042801966376
105905,0,0.3182448329507138
120506,0,0.2554398734287701
128540,1,0.5009415245210633
126159,0,0.4518661021223886
141462,0,0.37538912335226454
140682,1,0.7782067204259163
133551,0,0.12195960013987263
102019,0,0.42631491479565087
105175,0,0.49053543233947505
111013,1,0.9137667314224985
144019,0,0.4942208264211135
131199,0,0.3364193949809414
142468,0,0.13267700139174832
121937,1,0.8183409191273819
107681,0,0.2434525796525103
113805,0,0.4431350250998145
112360,1,0.617340259802391
114420,0,0.44363946700755336
135378,0,0.11372234675267802
138381,0,0.1632288993845453
133011,0,0.07175753599998437
136120,0,0.19246203848297097
105054,0,0.054590829042450884
110537,0,0.2833800388285917
143137,0,0.14019160852601179
133273,0,0.31862924357583716
124016,0,0.13820193843542636
109613,1,0.5855511292142269
125090,0,0.2719987588429568
134162,0,0.12643196500920292
102042,1,0.6594326938817384
136934,0,0.2762458314333873
126262,0,0.15518910458879057
113933,1,0.5076883338628698
119380,0,0.43687996660285955
100249,1,0.9293686465444464
117440,1,0.5598165112217021
131283,0,0.08591866330487981
139543,0,0.18884736786234974
111228,1,0.6612801925088846
135548,0,0.032980488272402055
104585,1,0.5582835177042341
102087,1,0.8334716921287378
126860,0,0.30178566601506474
120710,1,0.7236773876020832
142371,0,0.14873269299319372
125901,0,0.10886635914544601
132052,1,0.6642194829946811
110640,0,0.07346289139923694
121011,1,0.7619563724857242
110607,0,0.09434222606824792
112443,0,0.3105002506411972
110218,0,0.34754100447475655
110015,0,0.06052186287625003
127700,0,0.4639424783731179
114247,0,0.14491507550226973
122641,0,0.43241343848934854
123227,0,0.2811222727952555
103057,0,0.39785634669285497
138110,0,0.32354251149940233
103992,0,0.16702891797110703
139274,1,0.5513578677893358
133143,0,0.18388427287810014
140608,0,0.37236458821975704
137320,1,0.7164313215871679
120195,1,0.5238387638742656
144652,1,0.5495670497383643
135074,1,0.5985456646205084
120797,0,0.19375697416069726
137241,1,0.5330264703827632
123448,1,0.6296339516415441
127181,0,0.26680033341664744
143400,0,0.11273335199288037
133585,1,0.5200387899306682
129281,0,0.16165210046564743
106420,0,0.22864503432628797
120310,0,0.47029194543748826
100875,0,0.24729512148714403
129379,0,0.10663939368327192
129171,0,0.31253302065453775
135592,0,0.20865460872689331
134625,0,0.16993528709244998
101112,0,0.046114766938518195
115541,0,0.10015120228931046
117581,1,0.5037066143125216
105378,0,0.1661602263434279
102661,0,0.45086490858625233
107960,0,0.28456802234434436
122968,0,0.04221592187032783
120026,0,0.13252276753124542
122244,0,0.4434932317591229
128645,1,0.8783022408753927
133355,0,0.27792069300446975
115905,1,0.7588149884384093
117502,0,0.42424611654482214
116338,1,0.5603506750310825
127497,1,0.8055502805638333
125673,0,0.1944801213014428
114453,1,0.5928693925579113
123338,0,0.4326406870379647
143900,0,0.45491074861227615
132439,0,0.30714491676177824
109393,1,0.6429603954557507
128763,0,0.0654329275640406
133177,0,0.18474634547691068
124227,0,0.43093665871746034
110430,0,0.24104181502163277
126070,1,0.6558803052141183
103038,0,0.26716200502166393
140029,0,0.31098661048529563
125784,0,0.30951292365779187
123829,0,0.29260614800155244
100711,1,0.5157993018031085
104178,0,0.2619262201599106
127045,0,0.45256483724961466
109694,1,0.6545114478728188
122069,0,0.43972044617270684
106310,0,0.2473221363113669
122041,1,0.6339438176032229
115706,0,0.2508080387540725
113290,0,0.14710358408365545
100556,1,0.534986237088405
133029,0,0.37095471603983327
139558,1,0.638787677113049
130931,0,0.3956576336799098
142127,0,0.29400393071599673
116669,0,0.40970478035475166
119194,1,0.769925104797608
130875,1,0.5847252235006667
135370,0,0.19562332345389663
116520,0,0.38125116179912005
139370,0,0.36757321730480697
127695,0,0.4012783358043528
117497,1,0.5215048355426926
109328,0,0.31350227155021276
122865,0,0.06367141392269807
113674,1,0.6374672496413749
139537,1,0.7056558329693874
138496,0,0.26194318898702795
136521,0,0.10010681801054103
130420,0,0.24161813217760972
106548,0,0.07632518793001379
115251,0,0.06517141455665675
135629,1,0.5067468938352417
115788,1,0.6051804068884195
135068,0,0.4487252640506907
124642,0,0.20395067354957896
134467,0,0.08453598350990794
122703,1,0.7786170199685342
131575,1,0.5466867295857272
129204,0,0.247983290661508
102874,0,0.15829541115039575
109978,0,0.2142615592264133
111174,0,0.36969613580341815
133071,0,0.47248018154944027
100789,1,0.7704448681123961
108569,0,0.4404603342830381
101757,0,0.2473485150713116
143951,0,0.11959831874974042
107102,1,0.5347897214848153
111014,0,0.3476440965501393
137752,0,0.11355382302640052
144358,1,0.7453646426465119
124514,0,0.24145352129645795
103311,0,0.23034290796188955
144060,0,0.4802206517311371
128133,0,0.30066145494274055
101994,0,0.31986578758257544
136426,1,0.727634867643555
128219,0,0.26403117239127877
104928,0,0.3050444615339858
138999,0,0.4702691209440427
118484,0,0.3817342788537992
118000,0,0.10456459758398953
113192,0,0.3417941765822972
143537,0,0.37261720239759344
113080,0,0.1434521359373419
112140,0,0.27226761168322583
135345,0,0.4864075431576759
137972,0,0.0570215672662129
114553,1,0.5247046096855119
136775,0,0.44824308718532585
144146,1,0.7537575110849571
142829,0,0.29288189453580604
130339,1,0.9274238066530538
142848,0,0.0615074698708579
131863,0,0.08161675830201158
104526,0,0.2364949309470953
105255,1,0.6784099535500687
115762,0,0.13428457997274823
112460,0,0.14844522026866377
119099,1,0.5238387638742656
119667,0,0.3025470758920895
100511,0,0.36891451108280066
127449,0,0.12643196500920292
139447,0,0.4275272148960264
139738,0,0.20590116417538154
101287,0,0.4829928992209586
116260,1,0.5038364521386761
137623,0,0.11018790242774464
133160,1,0.8413066713979355
135925,1,0.8056120376738429
116988,0,0.32599396484903076
117021,1,0.8122749380649765
122096,0,0.33778670021076174
116670,0,0.2850418508767117
101433,1,0.8846139848366578
118574,0,0.2080663178408024
120340,1,0.515678071951302
137092,1,0.7886880569325866
134262,0,0.4476736828243309
121195,0,0.11700205441269387
101716,0,0.14875573872430883
108156,1,0.5126279652587054
137366,0,0.4841276568871666
133589,1,0.5813190213446903
105570,0,0.34465947540213615
132894,0,0.1579700374757876
125068,1,0.732912190048368
105218,0,0.1368266156215174
105087,0,0.30788055740529857
107054,0,0.4509146215054045
100637,0,0.43241343848934854
137591,0,0.09449358851509833
143280,0,0.4154038688148539
119869,0,0.391401833529071
131105,1,0.6271541639639973
126850,1,0.7588951664213858
125507,1,0.5822365788414622
121197,0,0.4752540114017828
102947,1,0.5989835538882383
140832,0,0.14019160852601179
114359,0,0.2452944895162431
120529,0,0.15076233082677226
131698,1,0.7404820268849891
123433,1,0.5397622438924128
123831,1,0.5664330961670757
102523,1,0.8957704806770183
130942,0,0.30888641008912254
127266,0,0.3213593647646066
139997,1,0.520078504798959
117958,0,0.25705607648106465
105075,0,0.36153910140664586
109244,0,0.18594902928115997
121524,0,0.14351219970096746
127012,0,0.12945787259564748
105939,1,0.599125325575599
107578,1,0.6144548100614555
129093,0,0.345934673821521
127255,0,0.24394273499753186
144403,0,0.11020180483778817
131984,0,0.08110786438431203
128234,1,0.724548910411695
111159,1,0.7443770871345112
120483,0,0.12166693138154581
106581,1,0.615767270732903
135957,0,0.22887024050220944
129182,0,0.2213076108363408
136383,0,0.08807485413404081
106099,0,0.09294632370967129
114644,0,0.07813791574982522
110412,0,0.20316162906155633
129155,0,0.08372423609005765
134032,0,0.3655374051021145
126839,0,0.4166751762422432
129283,0,0.1839728121851652
125637,0,0.22467009120835357
121702,0,0.10718896043568037
111087,0,0.2509095247722737
117715,0,0.25578096910861076
127350,1,0.746187805478655
133653,0,0.3073061285216917
130857,0,0.20628895285847804
140863,0,0.15776822931764295
118295,0,0.1399921523428517
105208,0,0.41778005101768545
106671,0,0.4479245019360622
108257,1,0.7118933840280017
142403,0,0.058921546835302756
138882,0,0.13614285708911508
101752,0,0.38184433044861993
125243,0,0.47029194543748826
124500,0,0.49922284781488024
130294,1,0.6721638587680063
126889,0,0.41059016644119944
130306,0,0.4009296898062897
120379,0,0.20386690376350738
131295,0,0.11499357664115137
109494,1,0.9363799989866154
124470,0,0.22140628616769392
121706,0,0.06410546748541836
108032,0,0.13944511428547227
107151,0,0.1420832292597843
101841,0,0.2939817623561912
116097,0,0.05132353833944869
143797,0,0.4057290350804087
118450,0,0.13667028562199057
117054,1,0.528160726095251
135153,1,0.8084042898576707
103528,0,0.14149854239207627
128949,0,0.2595328579501374
139471,1,0.6427220557667865
118088,0,0.2476812683777979
126046,0,0.2767275310658061
109717,0,0.05437348463346006
104615,1,0.6351050547770019
141200,0,0.06924259346358899
123467,1,0.6609916578094569
143904,0,0.16554630972685674
140718,0,0.09128215502947544
111594,0,0.098987662909658
115678,1,0.5547571110803516
120058,0,0.0977508630549144
123599,0,0.44723639969648304
137543,1,0.5445636509506637
135923,0,0.47764387275929915
125351,0,0.12496980201686055
142734,0,0.29970148834035404
105827,0,0.07479443773050087
134964,1,0.8997991700986415
120855,0,0.42767525544765045
133660,0,0.4644718248441645
142264,0,0.08706356237532846
106649,0,0.2976923374662478
143944,0,0.44175137459691377
130721,0,0.20316162906155633
139182,0,0.2063627887207988
111148,0,0.32767226632097995
108517,0,0.32651137524492696
123569,0,0.1891369093671419
132938,0,0.1912863194961182
140351,1,0.5330833793409442
141619,0,0.2928941904781518
137667,1,0.6447579624757609
124985,0,0.06052186287625003
102864,1,0.8135330395219992
142220,0,0.25117855276716217
131277,0,0.059818158891157144
109209,1,0.6119917030642684
135630,0,0.41220096163131975
131571,1,0.6814891296355011
103106,0,0.26566743843573654
126814,0,0.3896597354403755
136445,0,0.1348150800067859
125603,0,0.4431350250998145
118167,0,0.18871828721638206
120912,0,0.22939649192463787
109782,0,0.3312450599112497
134425,1,0.5399018666101069
118727,0,0.16704078049183946
116533,1,0.8932241199164989
134830,0,0.17807574288304784
133772,0,0.04950818212047432
132363,1,0.7191966352115358
110765,1,0.5535036324026756
128897,0,0.12034616212562019
106838,1,0.5946790750022851
107502,0,0.3826357051889007
135935,1,0.5833410739646975
117088,0,0.11870984897541711
122179,0,0.18884435667051822
113190,0,0.26520858289430427
135711,0,0.34318271557033875
122690,1,0.5199719329033278
122876,0,0.2948896231958033
131543,0,0.0621425610308086
130938,0,0.4461988947257824
112576,1,0.5278901551712135
103348,0,0.3347289042194234
142806,0,0.20973802535813296
113129,1,0.6877577344729392
111104,0,0.042987801650987346
122233,0,0.16423193386963675
140234,0,0.09691782104812788
144350,0,0.05542573136351437
119773,0,0.4082357288482773
106231,0,0.42726911715393734
125961,0,0.2752382772999019
107145,1,0.6693829841874751
129895,0,0.1355353061028305
119750,0,0.3155514127765584
113196,1,0.8026802515861498
104294,0,0.4456814703117591
142508,1,0.6154180468840297
110194,0,0.10369900137710443
118979,1,0.8004581815014593
108992,0,0.42830111148565003
141740,1,0.7858610237946452
131071,0,0.09107076330142704
140389,0,0.04592242096695061
109720,0,0.15188189705540406
124858,0,0.16687957279322174
124588,0,0.07792279823322154
129512,1,0.9100167744810853
127145,0,0.26265717665072236
124531,1,0.9410406540041838
106464,0,0.44363946700755336
107515,0,0.0739071367733655
114394,0,0.4462500928280745
103464,1,0.5616188649220628
137215,0,0.16967131396416704
102078,0,0.31986578758257544
110982,1,0.5638255821394813
132577,0,0.4345778263933288
115944,0,0.06589258750211884
132228,0,0.26492664660044724
114362,1,0.9166996139487269
105341,0,0.18039224937942105
103090,0,0.3596342221655108
102456,0,0.09416472562801109
136106,0,0.1740643380187172
125101,0,0.4817330112659972
103626,0,0.37876668528805263
135341,0,0.15165046353854994
140634,0,0.255817580387017
141451,0,0.12407515266858124
128076,1,0.890892481914868
137358,0,0.21977373658449134
136225,0,0.1528409650179054
118357,0,0.16834708771743465
127811,1,0.9040831797252781
138136,1,0.6053985795764966
129713,0,0.21232328505640655
133427,0,0.20012710850027546
142684,1,0.8024394718087973
139974,0,0.18759704573348415
128114,1,0.8127013459389345
126479,0,0.3867493766071337
133414,0,0.07738616925962967
141936,0,0.1513115193120685
102160,0,0.3453011413719062
105935,0,0.1014570917515051
119747,1,0.6800196356311473
107050,0,0.1998554950395755
103843,0,0.18669914606207594
123751,0,0.21076914506573952
128504,0,0.3140667531116015
106696,1,0.7620849229889589
111443,1,0.6654352996976273
114519,1,0.6683404091892294
141827,0,0.15897190015941504
102599,1,0.6114391666130957
108696,0,0.1562754433019001
113442,0,0.052819767096915514
141363,0,0.1870910008873831
143104,0,0.4802206517311371
101949,1,0.9408529833796965
138106,1,0.8084042898576707
140920,1,0.9434758971293341
129380,1,0.5332357103753604
112855,0,0.1821045795398997
138682,0,0.14327472971476923
114636,0,0.19375710751105918
118116,0,0.0739071367733655
131535,0,0.12601385894231704
114191,0,0.49218897925958827
113553,0,0.1635461180456244
123505,1,0.5355808140800886
133919,0,0.07005323416497905
112296,0,0.06463569834976847
132175,1,0.8285553771218982
115955,1,0.5495224037947047
113954,1,0.5030926103100529
114447,1,0.6558643079314026
136886,0,0.09091945577469722
131492,0,0.0940663760766711
138486,1,0.9186502550069873
102306,1,0.5199719329033278
127334,0,0.37872598046835715
144605,0,0.23791530328511187
115578,0,0.45166595345734706
126826,0,0.08554126211977123
112723,0,0.09311157924108063
105706,0,0.04221592187032783
107367,1,0.5738122094618783
123201,1,0.6468199920154518
131781,0,0.46506867176931477
101437,0,0.4839505931413104
107005,1,0.5108034964426621
101898,0,0.2535808257667809
100085,1,0.5520570334731714
143755,0,0.2514095598404527
112065,1,0.6025017671248952
133415,0,0.09731596764669587
117595,0,0.3976990875482375
105436,0,0.08936729434685868
117484,0,0.2183065345415949
115013,1,0.9391897731784485
123153,0,0.3224587764543252
143270,1,0.9464098415070019
131787,0,0.2492573106846216
123511,0,0.2753260917255586
126234,0,0.03731483577628987
134297,0,0.40258564528257224
109960,0,0.2509095247722737
102621,0,0.2942014720799908
143663,0,0.3602650004896013
139924,0,0.07866334675506728
108791,0,0.4781171434540237
110086,0,0.43937637186468725
113575,1,0.8986168102662883
139969,0,0.17582284220313193
136000,0,0.03978705513004553
110648,0,0.2634947878267531
107865,0,0.14809517987919393
129542,1,0.7928587412527909
116609,0,0.36258786050374414
132585,1,0.5632977762788324
106319,1,0.5961945751495571
106031,0,0.26520858289430427
105499,0,0.22947364751703808
111337,1,0.8761221563671171
120197,1,0.5848544784539316
128139,1,0.8268667863338103
111364,1,0.5585357324803641
101877,1,0.8042697639667103
101995,0,0.3034661515885726
107425,0,0.23165290884949638
138505,1,0.7427539804637017
103289,1,0.8741686660304712
115232,0,0.46884990398894166
120729,0,0.11060428397835724
103366,0,0.14945204624353273
140159,0,0.246838702891741
116056,0,0.12345215662353695
134113,1,0.6632864926388007
137192,0,0.4163683434034357
124192,0,0.46051952188873657
128545,0,0.3455072382089313
102683,1,0.6305246131682934
144141,1,0.8200719090188285
125813,1,0.7262621316009371
115205,0,0.14169743317565084
105818,0,0.2061225596351515
132977,0,0.1973661705027815
100131,0,0.27569580905356983
132462,1,0.5431389039743679
136324,0,0.1916639618658588
104608,0,0.2157420731661178
141779,0,0.11840709481414077
114008,1,0.7488754883655282
128934,0,0.21077191739349818
119054,0,0.43408689931028777
143822,0,0.1955841426528522
120271,1,0.7431119980563926
113636,0,0.4035624395168375
100584,0,0.2972165345718724
115732,0,0.1348487867223385
113201,0,0.4474041793110438
138698,1,0.9284575462092381
101360,0,0.11130518448439089
108039,1,0.7198106444881708
123837,0,0.4808477692006302
111404,0,0.15727461612621105
137792,1,0.9798787177984409
104067,1,0.500112636820497
114657,0,0.17031848658156656
128067,0,0.22702557772378748
117995,1,0.571572539503869
104026,1,0.691965979178232
119231,1,0.727777058097887
119687,0,0.06410546748541836
130618,0,0.2647411949875439
115480,0,0.10647897312276869
122807,0,0.26492664660044724
144139,0,0.2953496092023266
143372,1,0.9068738261689485
111806,1,0.5819869294353481
107353,0,0.27817433931768293
103285,0,0.27835792757606764
126676,0,0.27680201962310513
121993,0,0.07479443773050087
100004,1,0.6530986364022047
136887,0,0.057891368462608055
128703,0,0.457187001565767
102105,0,0.4958000360374774
108617,0,0.2107610045406447
126523,0,0.2659857546023828
105053,0,0.45634316547226206
143473,1,0.7408388065224869
135560,1,0.8001728832184124
141542,0,0.3024178307643784
139889,0,0.09881788313740271
115852,1,0.5789133116216717
122820,0,0.4401773996745455
123586,0,0.4577037433284145
115496,0,0.30287205881583334
138807,0,0.3428284702130197
103770,0,0.27940289202665197
136538,0,0.2403714283833686
125136,0,0.13395363093492776
135888,0,0.36008279528931786
107437,1,0.5989573073173174
138383,0,0.07729080929367804
131777,0,0.21968461620043667
132496,0,0.08615889091832422
132848,1,0.7147225590904271
109943,0,0.06924426316934931
121967,0,0.27335790417540207
129751,0,0.3188885245780675
139875,1,0.7633327376911628
141746,0,0.08914074033372704
100750,1,0.5587102861278206
121146,1,0.718308980260226
126191,0,0.2355617573447117
110211,0,0.31928338208060314
114045,0,0.08354847918346796
142271,1,0.8559785820687918
109179,0,0.06402786001107975
126622,0,0.32782728922508525
134987,0,0.2515223808901883
134511,0,0.11778017858117829
141823,0,0.20973802535813296
130582,0,0.43037650062599636
127917,0,0.18023252420981295
120142,0,0.06924426316934931
105397,1,0.6369898174962789
122229,0,0.08615889091832422
142941,0,0.08694560368705254
105203,1,0.7297622099356905
113646,1,0.621994817682362
111058,0,0.17388774898062023
131911,0,0.19025406323861468
112493,1,0.542381124648636
129833,0,0.47715579210715847
122196,0,0.10886635914544601
109786,0,0.14262484253367974
144482,1,0.5053039669495193
104892,0,0.05340857521047638
140327,1,0.555497846326711
135718,0,0.3303836315799597
115994,0,0.06410546748541836
116827,0,0.48453939839520455
139158,0,0.12985214546561627
122245,0,0.19025406323861468
140621,0,0.05850674314574075
123380,1,0.5780024337660521
144410,1,0.8284949296270934
121964,0,0.0824585152484088
123394,0,0.13000533853659194
141580,0,0.0574495851972567
119179,0,0.10212891297851753
135807,0,0.11136903395269009
100418,0,0.48208680104811247
113546,0,0.3050564838123574
134594,1,0.5238387638742656
109892,0,0.3021667365475812
141265,0,0.3932318645842355
133845,0,0.1653191856056573
109964,0,0.15123488867539323
109592,0,0.4977622264231354
100489,1,0.5058204695265853
128731,0,0.17402750620992188
115656,0,0.23812619552025804
125871,0,0.23140417806682778
121381,1,0.8802784153091275
124820,0,0.23366687903930358
108435,0,0.4019743392323032
105168,0,0.46633296704319993
118794,0,0.04500658236685743
132682,0,0.43167201199436067
141306,0,0.061332631912418764
127768,1,0.798322332345042
105235,0,0.042987801650987346
126146,1,0.751040673551659
109065,0,0.04110185183090343
113625,0,0.3763178232995536
128220,1,0.5703538956022132
117233,1,0.794339454002418
124249,0,0.04503052816451746
141615,0,0.1434521359373419
137265,0,0.20476240352693026
111530,0,0.34825611978678284
123457,1,0.5423010469717284
112299,0,0.38677635035323965
142106,1,0.8752777443393139
114750,1,0.6715365849628199
130397,1,0.5863135159767239
121269,1,0.6189575785425574
105531,0,0.47009021554162345
140691,1,0.9424386698133441
118831,1,0.6983998447392312
118392,0,0.23812619552025804
144393,0,0.19413827957488686
115657,0,0.1549705703308715
106579,1,0.7023853864190064
143545,0,0.339650077341267
105323,0,0.44876662033076353
117620,0,0.08556883475873235
137778,0,0.07822910115925337
111382,0,0.08214943208932067
102285,0,0.06924259346358899
139939,1,0.7366007478513287
143090,0,0.09962228258074765
116442,1,0.5482699315942853
133268,1,0.5466867295857272
124490,0,0.0814052616931167
130263,0,0.1343588415503644
129617,1,0.8086465127152219
135757,0,0.25986313326610627
127233,1,0.5852746131627502
102560,1,0.6732683520047611
130905,1,0.7127854868850678
115109,0,0.09601572729291613
100081,0,0.11963454483810473
111937,0,0.2355617573447117
128311,0,0.1667708108041108
117480,0,0.2355617573447117
118754,1,0.5248992514595192
118358,1,0.6142793376746674
116095,0,0.31350227155021276
143626,0,0.05626691333086708
106522,0,0.43596937949500825
123776,1,0.6978438713427786
115391,0,0.29316103530353343
120730,1,0.7453299311590944
